date,region,product,revenue,quantity
2025-05-18,West,Enterprise,4423.73,74
2025-09-07,West,Enterprise,2196.55,92
2025-01-25,International,Student,82.76,29
2024-09-22,West,Enterprise,894.56,12
2024-12-14,International,Starter,385.08,15
2025-08-09,Central,Starter,434.0,49
2025-08-13,West,Enterprise,778.48,69
2024-07-13,South,Student,38.77,47
2025-11-26,East,Free Trial,0.0,85
2025-09-08,International,Starter,97.96,2
2025-07-05,South,Enterprise,1151.15,38
2024-08-12,South,Student,23.27,37
2024-05-29,West,Free Trial,0.0,41
2024-11-12,International,Pro,482.83,91
2025-08-10,South,Starter,272.76,91
2025-01-20,West,Enterprise,1187.16,92
2024-08-03,East,Pro,1392.42,100
2024-07-02,South,Student,36.92,85
2024-06-12,West,Free Trial,0.0,51
2024-12-11,South,Student,99.13,97
2025-02-04,South,Pro,838.98,37
2024-10-16,East,Free Trial,0.0,51
2024-04-09,East,Enterprise,3885.2,75
2024-02-25,Central,Student,68.92,74
2024-05-20,South,Student,36.2,19
2024-08-02,East,Starter,380.89,2
2025-01-05,International,Pro,1049.64,19
2025-01-20,South,Starter,466.69,13
2024-12-30,South,Starter,475.28,16
2025-06-11,Central,Free Trial,0.0,56
2024-06-01,South,Starter,65.3,31
2025-02-10,South,Enterprise,3595.93,23
2025-10-30,South,Pro,1188.82,84
2025-01-26,Central,Student,43.06,16
2024-04-29,West,Pro,784.91,86
2025-06-05,East,Pro,921.59,74
2025-05-06,Central,Pro,1212.08,24
2025-01-28,South,Student,36.85,17
2024-04-11,Central,Pro,1099.28,69
2024-07-08,South,Pro,651.32,69
2025-06-26,South,Pro,826.46,75
2025-07-05,West,Starter,484.56,16
2024-07-04,International,Starter,52.4,58
2024-11-17,West,Pro,280.34,27
2025-10-30,East,Pro,887.49,97
2024-02-05,West,Pro,808.61,47
2025-07-11,East,Student,97.94,85
2024-01-01,East,Enterprise,707.75,67
2024-10-27,International,Student,22.59,63
2025-12-12,Central,Free Trial,0.0,46
2025-09-12,International,Free Trial,0.0,27
2025-12-05,West,Pro,431.94,25
2024-05-25,Central,Starter,480.84,78
2025-07-19,East,Free Trial,0.0,46
2024-10-11,East,Free Trial,0.0,55
2024-03-17,International,Enterprise,1673.03,84
2024-06-16,South,Student,17.49,33
2025-11-23,South,Starter,291.16,10
2025-10-06,Central,Starter,371.5,73
2025-11-04,International,Free Trial,0.0,21
2025-03-05,East,Enterprise,4966.02,56
2025-01-23,West,Free Trial,0.0,32
2024-03-20,Central,Pro,844.06,88
2025-07-15,South,Pro,561.1,12
2025-01-06,Central,Enterprise,1158.48,29
2024-10-07,West,Pro,628.02,29
2025-01-22,West,Pro,346.02,94
2024-11-09,International,Student,18.6,45
2025-12-18,International,Enterprise,2981.94,78
2024-04-11,West,Starter,193.1,97
2025-02-02,East,Enterprise,4127.38,87
2025-06-28,International,Free Trial,0.0,52
2025-05-03,International,Starter,166.58,88
2025-06-09,East,Starter,114.2,73
2024-09-30,West,Enterprise,3683.76,32
2025-11-25,International,Student,73.61,24
2025-03-25,Central,Student,55.2,36
2025-03-14,International,Starter,187.33,12
2024-11-08,South,Enterprise,4303.61,82
2024-03-22,West,Starter,475.19,22
2025-08-12,West,Pro,1140.77,71
2025-05-19,West,Student,70.93,94
2024-05-19,South,Student,56.35,87
2025-06-29,West,Student,11.25,25
2024-01-08,South,Free Trial,0.0,96
2024-12-19,East,Free Trial,0.0,88
2025-09-15,West,Free Trial,0.0,58
2024-06-21,International,Starter,128.67,47
2024-05-16,International,Enterprise,4786.18,55
2025-05-22,South,Starter,217.98,15
2024-12-12,East,Free Trial,0.0,99
2024-04-30,Central,Enterprise,2674.06,34
2024-08-06,West,Free Trial,0.0,51
2024-08-10,Central,Free Trial,0.0,5
2025-04-19,International,Student,15.17,1
2025-09-22,South,Enterprise,1842.58,14
2024-01-06,Central,Starter,230.93,2
2024-04-13,South,Student,27.78,68
2025-06-10,East,Student,21.15,63
2024-01-08,East,Enterprise,1517.43,51
2025-01-18,Central,Enterprise,2427.54,24
2025-07-03,Central,Pro,1485.12,85
2025-03-25,East,Starter,209.18,56
2024-01-06,Central,Starter,99.8,37
2024-02-11,East,Student,47.9,43
2024-02-02,East,Starter,476.77,86
2024-09-29,West,Student,54.02,64
2025-11-29,East,Enterprise,3879.9,100
2025-02-13,International,Student,21.83,14
2024-01-22,East,Starter,204.85,2
2025-12-01,East,Pro,1049.63,44
2025-03-15,International,Pro,708.06,38
2024-10-15,South,Pro,1165.26,32
2025-09-24,East,Free Trial,0.0,24
2024-09-12,Central,Pro,1309.83,90
2024-09-10,South,Starter,263.25,14
2025-12-18,International,Free Trial,0.0,24
2024-07-12,International,Starter,153.22,17
2025-02-14,West,Enterprise,4956.79,19
2025-03-12,West,Free Trial,0.0,26
2024-04-03,West,Student,46.66,40
2025-12-17,East,Starter,201.28,62
2024-03-03,International,Student,67.95,39
2024-04-22,Central,Enterprise,1762.5,45
2025-12-29,South,Starter,193.93,7
2024-07-05,West,Pro,172.98,96
2024-11-25,East,Enterprise,2624.26,78
2024-04-13,South,Starter,163.52,63
2025-01-07,Central,Enterprise,1001.88,86
2024-01-14,International,Starter,199.05,95
2025-01-05,International,Free Trial,0.0,78
2025-01-15,East,Enterprise,1445.15,50
2024-03-30,West,Starter,333.3,78
2024-05-03,West,Free Trial,0.0,84
2024-07-14,East,Student,93.3,10
2025-07-13,International,Enterprise,1856.64,61
2024-07-25,International,Starter,69.71,25
2025-03-04,International,Enterprise,4512.14,98
2025-07-27,Central,Enterprise,2518.17,92
2024-04-30,South,Pro,775.95,68
2025-05-30,West,Starter,319.62,90
2024-05-12,Central,Pro,1438.12,8
2025-12-11,East,Student,54.55,69
2025-06-09,West,Starter,246.99,66
2025-01-28,International,Student,46.08,35
2024-07-30,East,Pro,324.0,28
2025-08-29,West,Free Trial,0.0,59
2025-05-30,International,Enterprise,1865.35,29
2024-10-30,Central,Free Trial,0.0,16
2024-06-24,East,Pro,846.99,38
2024-02-10,East,Enterprise,4672.62,35
2024-02-22,East,Starter,290.57,1
2025-10-26,Central,Free Trial,0.0,48
2024-11-28,West,Free Trial,0.0,34
2024-05-16,South,Free Trial,0.0,38
2024-11-28,West,Pro,1253.5,29
2024-10-13,East,Enterprise,4872.22,69
2025-11-04,International,Pro,1111.64,89
2025-01-26,Central,Free Trial,0.0,71
2024-07-30,South,Starter,195.92,27
2025-08-18,South,Starter,250.73,94
2025-03-20,Central,Starter,455.98,12
2025-05-22,East,Student,26.65,23
2024-07-12,International,Student,94.9,24
2025-10-25,Central,Pro,534.22,23
2025-02-07,International,Starter,81.25,10
2025-03-12,East,Student,91.82,52
2024-04-12,International,Starter,377.04,2
2025-09-09,West,Student,44.56,15
2024-01-14,West,Starter,161.75,11
2024-10-01,East,Free Trial,0.0,2
2024-01-10,West,Free Trial,0.0,95
2024-12-12,West,Starter,112.65,98
2025-07-30,South,Starter,188.32,62
2024-06-07,East,Pro,860.94,35
2025-10-04,International,Pro,129.69,6
2024-04-15,International,Enterprise,961.55,54
2024-05-25,West,Starter,60.8,55
2025-01-29,East,Enterprise,3449.14,29
2025-12-01,South,Pro,788.55,15
2024-08-17,West,Enterprise,2107.89,79
2024-12-07,West,Enterprise,4654.94,11
2024-02-14,International,Starter,130.13,68
2024-12-08,International,Starter,355.74,20
2025-11-14,Central,Free Trial,0.0,37
2024-12-22,West,Enterprise,4623.05,85
2025-01-12,Central,Pro,1204.4,20
2025-11-02,East,Enterprise,1165.01,58
2025-05-04,West,Pro,908.98,94
2024-10-12,East,Pro,552.27,17
2024-07-05,South,Enterprise,1936.92,55
2025-05-07,South,Free Trial,0.0,82
2024-12-07,East,Starter,222.43,71
2025-05-24,International,Free Trial,0.0,64
2025-06-29,International,Starter,223.08,75
2025-03-07,International,Free Trial,0.0,100
2025-12-11,East,Pro,429.27,1
2024-07-27,West,Enterprise,3012.69,18
2024-04-22,West,Enterprise,2123.86,100
2024-05-22,Central,Student,22.97,71
2025-03-07,East,Starter,422.52,8
2024-05-21,West,Starter,219.86,4
2025-12-13,South,Enterprise,743.38,14
2025-11-09,International,Pro,767.56,77
2024-06-10,West,Starter,214.36,11
2024-09-07,West,Pro,896.86,54
2024-06-02,East,Student,76.92,96
2025-06-24,Central,Student,47.04,44
2025-03-30,West,Enterprise,3002.1,8
2025-10-19,West,Free Trial,0.0,97
2024-06-26,International,Starter,54.89,55
2025-11-27,South,Free Trial,0.0,92
2024-09-21,International,Free Trial,0.0,40
2025-12-27,East,Student,93.83,35
2024-04-04,International,Student,98.01,17
2024-08-04,South,Free Trial,0.0,8
2024-08-12,South,Starter,420.13,72
2025-09-11,West,Student,52.97,84
2025-10-19,South,Student,24.83,48
2025-10-24,South,Starter,171.46,14
2024-03-20,Central,Free Trial,0.0,100
2024-12-09,West,Starter,176.99,70
2024-04-19,West,Starter,318.7,97
2024-11-12,East,Free Trial,0.0,26
2025-10-15,West,Starter,171.13,73
2025-08-01,West,Free Trial,0.0,62
2024-02-16,West,Enterprise,919.45,40
2024-01-09,Central,Enterprise,4814.33,65
2024-07-18,Central,Student,75.31,17
2025-12-20,West,Enterprise,2332.79,95
2025-05-30,West,Free Trial,0.0,100
2024-06-02,West,Free Trial,0.0,49
2025-05-03,International,Pro,506.17,20
2025-11-29,South,Pro,1339.29,12
2024-08-25,East,Starter,395.97,21
2025-05-28,International,Free Trial,0.0,84
2025-06-19,Central,Student,80.68,44
2024-10-24,Central,Free Trial,0.0,56
2024-02-10,South,Starter,143.97,79
2025-09-13,West,Starter,305.11,64
2024-04-09,West,Starter,394.84,40
2025-07-14,West,Student,18.47,41
2024-06-22,Central,Starter,80.67,74
2025-01-07,Central,Pro,199.59,91
2025-04-16,Central,Student,98.06,98
2025-03-28,East,Pro,1460.35,63
2024-02-10,Central,Enterprise,2304.23,80
2025-11-27,East,Student,43.01,80
2024-11-17,Central,Pro,1055.08,65
2025-04-05,Central,Pro,968.86,83
2024-02-28,East,Free Trial,0.0,2
2024-06-07,West,Enterprise,2191.2,73
2025-02-12,West,Starter,224.7,60
2025-11-16,West,Enterprise,2596.45,83
2025-07-01,South,Pro,220.15,94
2024-04-20,South,Student,27.95,43
2024-03-07,Central,Enterprise,4983.97,63
2024-08-05,South,Pro,489.73,5
2025-07-12,East,Student,23.1,28
2024-11-23,International,Pro,1482.94,100
2025-01-24,West,Enterprise,4053.02,61
2024-08-06,West,Starter,440.61,98
2025-12-01,South,Enterprise,1634.32,23
2024-03-26,East,Pro,483.47,11
2024-11-01,South,Student,57.23,86
2024-09-22,East,Pro,229.42,55
2024-12-16,Central,Starter,139.37,54
2025-05-08,South,Free Trial,0.0,89
2024-06-13,South,Enterprise,4606.69,74
2025-02-02,West,Free Trial,0.0,77
2024-07-22,West,Free Trial,0.0,79
2024-05-28,Central,Enterprise,563.84,59
2024-05-31,South,Enterprise,1011.23,87
2025-02-20,Central,Free Trial,0.0,93
2024-01-04,South,Starter,335.43,82
2025-08-15,West,Pro,406.07,25
2025-03-06,International,Starter,320.42,28
2024-12-22,East,Starter,487.29,74
2024-01-15,Central,Enterprise,572.86,40
2025-05-29,West,Student,68.4,59
2025-02-27,South,Enterprise,2084.95,70
2025-03-12,International,Enterprise,1010.21,23
2025-04-14,South,Enterprise,1296.03,77
2024-06-15,International,Student,44.34,85
2025-12-06,South,Enterprise,3659.42,13
2024-03-30,West,Pro,1009.47,79
2025-02-25,West,Student,77.49,80
2025-07-11,West,Student,55.3,5
2025-11-14,Central,Student,29.07,100
2025-04-10,International,Student,20.31,61
2024-05-07,Central,Student,47.16,83
2025-12-21,South,Pro,1415.46,29
2025-06-03,Central,Enterprise,4458.23,34
2024-11-10,South,Starter,51.87,54
2024-02-03,West,Pro,314.73,48
2025-06-15,International,Enterprise,2007.9,74
2025-03-16,East,Free Trial,0.0,51
2024-07-16,International,Student,84.57,74
2025-03-15,East,Student,97.96,23
2025-02-16,Central,Free Trial,0.0,21
2025-03-23,East,Pro,1094.03,17
2025-05-31,West,Free Trial,0.0,51
2025-10-04,Central,Free Trial,0.0,21
2024-11-26,East,Pro,230.57,56
2024-01-12,International,Starter,62.52,91
2025-07-10,West,Free Trial,0.0,49
2024-01-26,East,Student,67.1,100
2025-01-01,East,Starter,343.64,29
2024-10-31,East,Free Trial,0.0,32
2025-01-22,Central,Pro,484.95,19
2025-10-04,West,Free Trial,0.0,14
2024-04-23,South,Free Trial,0.0,16
2024-04-19,East,Enterprise,1678.98,24
2024-04-05,West,Student,86.02,27
2025-02-04,West,Student,81.59,53
2024-03-16,South,Pro,394.41,54
2025-01-19,Central,Student,82.77,24
2024-11-01,West,Starter,346.85,81
2025-09-13,West,Pro,1466.28,45
2025-05-10,International,Free Trial,0.0,70
2024-01-06,East,Free Trial,0.0,95
2024-09-17,West,Starter,322.75,69
2024-01-24,International,Free Trial,0.0,98
2024-06-05,East,Enterprise,1016.55,28
2024-01-31,Central,Starter,148.89,94
2025-12-09,East,Enterprise,1731.5,26
2024-04-04,Central,Free Trial,0.0,84
2024-10-28,South,Student,49.25,52
2024-07-16,Central,Starter,139.04,92
2024-10-14,South,Pro,917.11,99
2025-08-24,Central,Starter,407.34,93
2025-05-14,South,Student,48.14,96
2024-10-05,Central,Free Trial,0.0,14
2025-09-13,South,Student,27.97,46
2025-01-17,West,Student,25.05,5
2025-06-07,Central,Free Trial,0.0,53
2024-10-27,International,Free Trial,0.0,46
2025-02-11,West,Pro,351.87,42
2025-03-15,East,Enterprise,1603.93,28
2025-11-03,Central,Enterprise,1152.68,41
2024-05-05,West,Enterprise,3597.32,92
2024-12-02,East,Student,61.07,42
2024-08-26,International,Pro,639.83,78
2024-08-05,International,Starter,96.31,36
2025-09-14,West,Free Trial,0.0,83
2025-03-07,South,Enterprise,4160.28,26
2024-07-20,West,Student,54.88,36
2025-03-07,West,Pro,2201.7,77
2024-11-30,International,Student,31.28,3
2024-10-18,West,Free Trial,0.0,1
2025-04-17,Central,Starter,428.74,52
2024-02-07,International,Free Trial,0.0,6
2024-12-11,West,Pro,757.85,54
2024-11-04,Central,Enterprise,3891.62,52
2024-03-22,International,Enterprise,2722.18,7
2025-02-06,Central,Student,54.4,83
2024-05-04,Central,Free Trial,0.0,14
2024-01-30,East,Pro,1255.64,18
2024-04-17,Central,Student,30.37,12
2024-07-14,Central,Free Trial,0.0,1
2025-12-05,West,Enterprise,4474.94,6
2024-04-23,West,Enterprise,837.69,43
2025-12-05,International,Student,34.29,22
2024-05-21,International,Student,20.79,41
2024-05-31,International,Student,67.32,86
2024-05-05,International,Free Trial,0.0,31
2025-08-14,South,Student,97.87,42
2025-05-09,East,Pro,469.34,38
2025-12-29,West,Enterprise,3013.32,32
2025-11-06,East,Pro,205.2,64
2024-03-02,East,Pro,1038.7,60
2025-01-29,East,Student,19.41,27
2025-08-27,International,Free Trial,0.0,41
2024-11-15,South,Starter,431.51,14
2024-05-13,East,Enterprise,2235.09,58
2025-09-27,International,Starter,401.01,25
2024-03-11,Central,Student,24.78,40
2025-08-14,West,Starter,257.43,14
2024-04-22,East,Pro,1351.74,24
2024-09-30,West,Student,69.57,58
2024-12-26,Central,Pro,1397.7,11
2024-12-28,South,Starter,117.78,65
2025-03-17,International,Enterprise,739.21,35
2025-01-13,West,Pro,1008.07,94
2025-03-08,East,Enterprise,1352.52,23
2025-08-31,Central,Free Trial,0.0,78
2025-05-20,International,Student,19.83,7
2025-10-23,East,Pro,407.41,7
2024-02-06,International,Enterprise,1574.45,69
2024-04-13,Central,Starter,447.17,90
2025-02-18,South,Student,19.12,94
2025-12-09,Central,Student,28.51,27
2024-12-21,Central,Free Trial,0.0,37
2024-01-04,West,Starter,276.46,90
2025-09-29,South,Enterprise,4336.54,89
2024-09-01,East,Enterprise,3566.49,22
2024-07-10,Central,Student,22.77,2
2025-11-13,South,Student,40.06,23
2024-09-27,West,Starter,355.64,2
2025-08-31,Central,Student,62.48,63
2024-09-10,South,Pro,163.25,3
2025-08-03,Central,Starter,286.37,22
2024-05-30,West,Pro,526.44,95
2024-12-09,South,Student,76.13,70
2024-09-20,South,Enterprise,2139.3,2
2024-12-27,Central,Enterprise,4511.18,100
2025-11-10,International,Student,20.15,88
2025-06-15,West,Starter,490.39,29
2025-11-06,East,Enterprise,2740.25,32
2025-08-14,South,Enterprise,1428.38,12
2024-07-17,South,Pro,1451.63,81
2025-11-26,International,Student,98.86,68
2024-06-28,Central,Enterprise,4495.98,51
2025-08-26,South,Enterprise,1891.95,6
2025-08-16,International,Enterprise,4253.77,16
2025-03-19,South,Free Trial,0.0,45
2024-10-22,West,Pro,798.5,88
2024-05-30,South,Starter,285.43,38
2025-09-30,International,Starter,186.64,37
2024-03-07,Central,Pro,735.4,28
2024-10-16,International,Pro,174.47,40
2024-01-06,South,Enterprise,3471.14,1
2024-02-21,Central,Starter,207.6,37
2025-05-29,International,Starter,479.16,92
2024-10-04,East,Starter,244.42,11
2024-10-24,East,Pro,762.45,46
2024-09-11,South,Student,45.92,13
2024-09-24,Central,Free Trial,0.0,40
2024-06-26,International,Student,71.1,42
2025-08-15,East,Starter,162.51,54
2025-07-21,East,Enterprise,1872.48,39
2025-08-03,South,Free Trial,0.0,24
2025-01-19,South,Pro,294.05,57
2025-12-11,Central,Free Trial,0.0,88
2025-12-30,Central,Student,41.88,60
2025-03-06,South,Student,12.49,72
2024-01-28,South,Pro,1158.2,79
2024-11-05,East,Free Trial,0.0,66
2025-01-17,East,Free Trial,0.0,70
2025-08-02,Central,Pro,1157.47,51
2024-05-08,South,Pro,747.93,98
2025-06-14,South,Pro,218.52,35
2025-10-27,West,Enterprise,3174.53,38
2025-08-02,South,Enterprise,4389.41,16
2025-08-21,International,Pro,1082.2,67
2024-05-27,International,Student,22.28,87
2025-10-17,East,Enterprise,3327.08,93
2024-01-07,South,Free Trial,0.0,89
2024-07-24,West,Pro,100.05,78
2024-05-03,International,Pro,446.09,14
2025-04-30,West,Free Trial,0.0,57
2025-02-04,West,Pro,519.89,62
2024-07-07,East,Free Trial,0.0,34
2025-09-19,South,Free Trial,0.0,16
2025-03-18,East,Pro,358.73,96
2025-11-04,East,Starter,280.18,90
2025-07-13,East,Student,53.24,38
2025-11-14,West,Free Trial,0.0,64
2025-01-11,Central,Student,44.72,14
2025-04-20,South,Student,23.33,37
2025-04-13,West,Free Trial,0.0,50
2024-01-12,International,Enterprise,653.38,84
2025-11-03,International,Student,13.84,46
2024-05-22,South,Student,34.92,21
2025-01-01,International,Free Trial,0.0,27
2024-12-23,International,Student,56.17,23
2025-11-02,East,Enterprise,3451.7,73
2024-12-13,South,Starter,175.25,98
2025-11-05,Central,Student,16.14,83
2025-05-10,South,Student,64.53,24
2025-08-12,International,Free Trial,0.0,34
2024-05-12,Central,Free Trial,0.0,75
2024-12-22,International,Free Trial,0.0,52
2024-03-10,West,Pro,1292.84,21
2024-08-25,West,Pro,799.21,87
2025-05-02,Central,Starter,491.6,94
2024-08-30,West,Starter,377.67,50
2025-03-06,West,Pro,2870.01,15
2024-02-08,West,Student,78.7,78
2025-10-08,West,Starter,194.52,90
2025-04-05,South,Starter,494.99,74
2025-07-23,East,Starter,163.62,57
2025-11-26,Central,Starter,140.54,21
2025-03-20,International,Starter,88.71,4
2025-10-06,West,Starter,64.96,18
2024-01-06,Central,Student,61.15,10
2024-12-14,East,Free Trial,0.0,64
2024-07-13,East,Free Trial,0.0,61
2025-05-27,Central,Enterprise,3283.15,72
2024-05-21,West,Student,48.48,49
2024-03-13,International,Pro,278.07,67
2024-11-01,West,Pro,798.2,7
2025-09-07,International,Enterprise,601.44,38
2024-09-14,South,Enterprise,805.79,21
2024-10-21,West,Free Trial,0.0,74
2024-09-04,International,Free Trial,0.0,65
2024-11-15,South,Free Trial,0.0,8
2025-07-13,West,Free Trial,0.0,61
2024-09-26,West,Pro,573.26,34
2024-07-24,Central,Pro,295.0,71
2024-12-03,West,Starter,272.1,73
2025-09-16,West,Enterprise,4914.75,54
2025-09-04,International,Pro,1342.53,62
2024-05-12,Central,Pro,245.69,64
2025-06-03,East,Enterprise,2441.82,39
2024-08-21,West,Pro,136.9,26
2025-07-01,International,Student,71.37,95
2024-01-19,International,Student,14.69,99
2025-01-21,East,Student,73.12,71
2024-05-21,West,Student,20.62,79
2025-01-11,Central,Starter,204.41,8
2024-08-31,East,Pro,924.06,30
2025-02-26,International,Free Trial,0.0,6
2024-01-16,East,Pro,207.26,17
2025-03-25,East,Enterprise,696.74,45
2025-09-08,East,Enterprise,1083.72,51
2025-05-05,West,Pro,206.93,70
2024-07-29,South,Enterprise,4539.38,29
2025-03-30,Central,Enterprise,4010.94,38
2025-10-31,East,Free Trial,0.0,35
2024-11-22,International,Free Trial,0.0,14
2024-02-25,Central,Student,73.5,80
2025-05-12,Central,Pro,384.98,18
2025-06-17,East,Enterprise,3838.59,27
2024-05-05,Central,Starter,66.14,31
2025-12-16,South,Student,95.77,3
2025-05-25,West,Enterprise,1750.85,50
2024-11-03,West,Pro,490.73,79
2025-01-28,South,Pro,1307.88,50
2025-03-30,West,Starter,427.74,24
2025-11-06,South,Free Trial,0.0,7
2025-11-07,Central,Pro,858.17,45
2024-01-27,International,Enterprise,4652.14,34
2025-08-28,East,Pro,577.32,80
2025-03-20,South,Pro,1230.36,71
2025-02-01,Central,Free Trial,0.0,60
2025-03-10,International,Free Trial,0.0,99
2025-06-15,Central,Starter,482.14,60
2024-08-31,East,Pro,492.98,88
2024-10-07,West,Starter,397.1,38
2024-12-11,International,Student,13.47,36
2025-01-05,Central,Enterprise,4020.92,99
2025-09-14,West,Pro,529.65,85
2024-11-24,Central,Starter,249.71,3
2025-03-26,West,Student,39.99,46
2025-05-06,International,Starter,233.87,75
2024-03-22,Central,Free Trial,0.0,71
2024-11-17,West,Student,26.18,99
2024-10-09,Central,Student,21.45,81
2024-06-27,East,Free Trial,0.0,84
2024-02-20,East,Pro,1016.44,24
2025-12-01,International,Student,62.19,6
2025-07-20,East,Pro,1432.39,34
2024-09-20,West,Enterprise,2931.99,6
2025-09-06,East,Enterprise,991.24,65
2025-03-30,West,Free Trial,0.0,10
2024-08-30,East,Enterprise,3066.65,88
2025-03-01,West,Student,266.49,19
2024-01-26,Central,Free Trial,0.0,47
2024-12-09,South,Enterprise,2618.08,38
2025-09-28,West,Starter,215.74,38
2024-06-02,International,Pro,248.72,28
2024-11-16,International,Free Trial,0.0,75
2025-12-30,Central,Starter,220.48,75
2024-02-03,East,Student,78.64,84
2024-03-21,West,Starter,304.43,74
2025-10-07,International,Student,58.51,16
2025-06-24,West,Free Trial,0.0,61
2025-11-06,International,Free Trial,0.0,57
2024-11-20,Central,Starter,426.2,38
2024-09-06,Central,Starter,409.55,47
2024-08-24,South,Enterprise,3866.85,15
2025-12-10,East,Student,75.95,53
2025-01-05,West,Enterprise,3022.06,10
2025-01-05,South,Free Trial,0.0,30
2025-04-04,South,Starter,306.2,17
2025-07-04,East,Student,70.67,86
2024-05-21,International,Enterprise,4081.35,44
2024-11-17,West,Pro,671.9,65
2024-05-31,International,Student,66.94,99
2024-07-21,East,Student,11.4,16
2025-03-04,Central,Free Trial,0.0,92
2025-04-26,West,Starter,441.26,56
2024-01-25,East,Pro,285.33,68
2025-02-01,South,Enterprise,1073.54,90
2025-07-24,East,Enterprise,1035.63,44
2025-08-28,International,Free Trial,0.0,14
2024-02-16,West,Enterprise,4774.64,53
2025-10-07,South,Student,36.04,62
2025-12-17,East,Starter,375.67,76
2025-06-05,West,Starter,453.02,76
2025-08-30,Central,Student,44.14,57
2024-06-29,International,Free Trial,0.0,36
2024-04-09,East,Enterprise,2719.82,7
2025-07-31,International,Free Trial,0.0,75
2025-06-04,South,Enterprise,1952.6,41
2024-07-01,East,Pro,1239.58,95
2024-08-03,South,Free Trial,0.0,36
2025-08-11,International,Enterprise,947.6,37
2024-06-18,West,Enterprise,1732.32,57
2024-08-17,East,Enterprise,4726.42,34
2025-09-12,West,Starter,349.9,19
2024-04-08,East,Free Trial,0.0,66
2024-06-21,West,Free Trial,0.0,6
2025-07-06,International,Starter,53.0,4
2025-01-13,East,Enterprise,4738.13,74
2025-03-12,South,Free Trial,0.0,17
2025-04-09,Central,Pro,1102.75,16
2025-03-31,South,Student,33.68,18
2024-10-12,West,Enterprise,4116.38,96
2024-08-15,West,Enterprise,1205.27,43
2024-10-09,South,Free Trial,0.0,87
2024-03-16,Central,Pro,706.73,91
2025-06-17,Central,Starter,428.64,85
2025-10-03,West,Pro,444.28,76
2025-01-20,East,Starter,169.38,20
2025-05-11,East,Student,35.43,26
2025-10-12,West,Free Trial,0.0,93
2024-08-07,West,Student,16.05,72
2025-09-17,East,Starter,67.47,89
2024-09-26,International,Student,66.79,31
2025-10-15,Central,Student,57.74,24
2024-11-03,East,Enterprise,3505.89,63
2025-10-07,South,Free Trial,0.0,46
2025-07-10,South,Enterprise,934.4,15
2024-10-21,South,Student,39.29,85
2025-03-11,West,Starter,777.39,41
2025-11-07,West,Enterprise,3636.36,91
2024-05-11,South,Student,64.1,88
2024-08-28,West,Enterprise,1705.66,28
2025-02-22,West,Free Trial,0.0,99
2024-11-26,Central,Enterprise,2350.53,57
2025-03-11,South,Enterprise,4605.66,35
2025-05-12,East,Enterprise,3363.2,6
2024-11-11,South,Student,29.92,22
2025-07-02,East,Pro,1427.03,79
2025-09-17,Central,Starter,322.23,3
2024-01-22,South,Pro,1192.61,43
2024-12-27,International,Pro,1016.9,67
2024-08-03,Central,Free Trial,0.0,26
2024-06-09,International,Student,87.38,30
2024-10-24,East,Enterprise,1991.76,28
2025-07-20,East,Pro,150.5,3
2025-06-23,West,Free Trial,0.0,51
2025-05-11,West,Starter,177.39,4
2024-08-23,East,Pro,481.44,16
2025-01-21,South,Starter,418.23,35
2024-03-27,West,Pro,806.31,91
2025-03-01,West,Pro,3419.13,70
2025-09-11,East,Pro,1130.22,51
2024-07-17,International,Enterprise,4031.47,55
2025-06-08,West,Enterprise,1733.22,26
2024-04-12,Central,Free Trial,0.0,61
2025-01-20,Central,Student,18.38,53
2025-07-28,Central,Student,35.6,90
2025-06-30,International,Starter,222.08,64
2025-02-07,Central,Free Trial,0.0,92
2024-04-20,South,Starter,310.05,4
2025-02-10,East,Student,43.28,73
2024-04-21,Central,Enterprise,1146.97,81
2024-03-26,West,Free Trial,0.0,22
2024-07-31,South,Free Trial,0.0,32
2024-03-26,East,Student,65.48,61
2025-06-19,International,Starter,76.52,64
2024-09-15,South,Enterprise,3832.3,20
2024-02-07,Central,Free Trial,0.0,77
2025-02-20,West,Enterprise,3606.79,97
2025-07-29,South,Free Trial,0.0,64
2024-11-16,East,Enterprise,2576.17,62
2025-06-10,International,Pro,1389.72,55
2025-12-17,West,Student,21.46,2
2024-06-14,International,Pro,332.68,57
2024-04-26,West,Student,54.57,81
2025-06-21,South,Starter,387.05,71
2025-03-04,South,Pro,515.45,56
2024-10-28,Central,Free Trial,0.0,42
2025-09-21,Central,Free Trial,0.0,84
2024-06-18,East,Enterprise,2854.63,27
2025-09-20,Central,Free Trial,0.0,78
2024-09-14,South,Student,28.96,43
2024-05-18,East,Free Trial,0.0,92
2025-04-30,West,Enterprise,2373.36,20
2025-04-26,West,Pro,536.58,25
2024-07-23,West,Free Trial,0.0,59
2024-12-04,West,Pro,974.96,77
2024-06-09,West,Enterprise,3363.55,29
2024-12-19,West,Starter,173.56,55
2025-08-21,Central,Enterprise,3310.25,52
2024-09-17,International,Free Trial,0.0,83
2025-11-06,East,Pro,929.69,14
2024-08-09,Central,Starter,168.32,14
2024-05-09,International,Free Trial,0.0,83
2025-01-27,Central,Free Trial,0.0,99
2025-08-29,International,Enterprise,4849.96,95
2025-09-22,South,Starter,125.64,30
2024-08-09,West,Free Trial,0.0,19
2024-05-26,East,Student,88.72,42
